RUNUP_HT,DIST_FROM_SOURCE,CAUSE_CODE,TS_INTENSITY,DAMAGE_AMOUNT_ORDER
0.13,3373,0,1,1
0.5,703,0,1,1
0.7,342,0,1,1
0.1,1469,0,1,1
0.1,255,0,1,1
4.9,16981,0,1,1
5.6,16975,0,1,1
6.4,16950,0,1,1
6.4,16966,0,1,1
1.6,17294,0,1,1
2.4,17431,0,1,1
1.2,13373,0,1,1
1.2,9137,0,1,1
5.49,8789,0,1,1
0.6,8957,0,1,1
3.45,8757,0,1,1
2.32,8961,0,1,1
0.6,9360,0,1,1
1.1,8985,0,1,1
3,8804,0,1,1
3,9248,0,1,1
3.65,8743,0,1,1
,8896,0,1,1
3,9296,0,1,1
3,8787,0,1,1
0.5,8909,0,1,1
1,9248,0,1,1
1.2,8489,0,1,1
,10399,0,1,1
0.61,10516,0,1,1
,10627,0,1,1
1.8,14017,0,1,1
4.9,9777,0,1,1
0.8,9653,0,1,1
12.2,5477,0,1,1
4.7,15954,0,1,1
,10660,0,1,1
0.61,10696,0,1,1
,154,0,1,1
0.05,232,0,1,1
,2380,0,1,1
0.2,144,0,1,1
0.1,41,0,1,1
7,33,0,1,1
2.5,187,0,1,1
1.2,247,0,1,1
,7059,0,1,1
,37,0,1,1
,101,0,1,1
5.8,59,0,1,1
0.2,936,0,1,1
0.05,171,0,1,1
0.15,81,0,1,1
3.2,313,0,1,1
1.7,269,0,1,1
1.6,209,0,1,1
2.1,149,0,1,1
1.9,294,0,1,1
2.2,292,0,1,1
2.8,158,0,1,1
0.1,112,0,1,1
0.2,173,0,1,1
0.09,86,0,1,1
,697,0,1,1
0.1,206,0,1,1
0.1,265,0,1,1
0.2,358,0,1,1
0.1,370,0,1,1
,7858,0,1,1
0.3,332,0,1,1
2.4,148,0,1,1
0.16,756,0,1,1
1.36,34,0,1,1
0.58,398,0,1,1
0.65,125,0,1,1
0.87,999,0,1,1
0.13,525,0,1,1
1.28,85,0,1,1
0.89,969,0,1,1
0.02,965,0,1,1
0.02,840,0,1,1
0.04,961,0,1,1
0.02,934,0,1,1
0.11,717,0,1,1
0.03,918,0,1,1
0.03,743,0,1,1
0.06,695,0,1,1
0.11,792,0,1,1
0.1,3961,0,1,1
,7957,0,1,1
0.1,653,0,1,1
0.1,522,0,1,1
0.2,397,0,1,1
0.3,92,0,1,1
0.1,161,0,1,1
0.2,1424,0,1,1
0.08,3271,0,1,1
0.05,3960,0,1,1
0.03,5834,0,1,1
0.08,7749,0,1,1
0.1,7710,0,1,1
0.1,7994,0,1,1
0.61,7323,0,1,1
0.1,8405,0,1,1
0.1,8274,0,1,1
0.1,8272,0,1,1
0.1,8307,0,1,1
0.1,8145,0,1,1
0.1,8422,0,1,1
0.1,7695,0,1,1
0.2,8236,0,1,1
0.1,5897,0,1,1
0.3,6238,0,1,1
0.1,5899,0,1,1
0.5,6042,0,1,1
0.2,3838,0,1,1
0.2,5733,0,1,1
0.6,718,0,1,1
2.3,220,0,1,1
0.1,969,0,1,1
,112,0,1,1
2.8,448,0,1,1
1.9,68,0,1,1
,494,0,1,1
0.7,80,0,1,1
4.6,188,0,1,1
0.4,208,0,1,1
3,128,0,1,1
2.2,159,0,1,1
1.3,178,0,1,1
3.8,1243,0,1,1
3.7,165,0,1,1
0.9,313,0,1,1
3.5,204,0,1,1
1.1,190,0,1,1
2,1212,0,1,1
4,151,0,1,1
1,262,0,1,1
3.2,311,0,1,1
2,305,0,1,1
1.1,209,0,1,1
3.5,169,0,1,1
1.5,146,0,1,1
0.07,111,0,1,1
0.04,994,0,1,1
0.05,510,0,1,1
0.05,89,0,1,1
0.01,514,0,1,1
0.11,311,0,1,1
0.1,167,0,1,1
0.1,84,0,1,1
0.15,6865,0,1,1
0.3,8883,0,1,1
0.4,12096,0,1,1
1.25,12174,0,1,1
0.38,2254,0,1,1
0.03,7396,0,1,1
0.2,5223,0,1,1
0.06,7738,0,1,1
0.1,5844,0,1,1
0.15,7867,0,1,1
0.97,10167,0,1,1
0.44,10906,0,1,1
0.59,10591,0,1,1
0.18,2283,0,1,1
0.4,4635,0,1,1
1.74,2236,0,1,1
0.37,2080,0,1,1
0.82,2023,0,1,1
0.12,2194,0,1,1
0.05,2354,0,1,1
1.58,404,0,1,1
0.46,339,0,1,1
0.1,7367,0,1,1
0.31,4391,0,1,1
0.1,5350,0,1,1
0.1,5500,0,1,1
0.1,4768,0,1,1
0.61,4857,0,1,1
0.08,5313,0,1,1
0.3,4198,0,1,1
0.1,3911,0,1,1
0.2,2589,0,1,1
1.1,3748,0,1,1
0.3,3783,0,1,1
0.21,2831,0,1,1
0.2,3943,0,1,1
0.4,3124,0,1,1
0.1,3696,0,1,1
0.35,3575,0,1,1
0.3,3662,0,1,1
0.3,3208,0,1,1
0.1,2812,0,1,1
0.1,3620,0,1,1
0.32,3883,0,1,1
0.2,3523,0,1,1
0.3,2875,0,1,1
0.1,3558,0,1,1
0.4,7974,0,1,1
0.27,7481,0,1,1
0.09,6995,0,1,1
0.46,8357,0,1,1
0.1,430,0,1,1
,7270,0,1,1
0.1,4151,0,1,1
0.08,116,0,1,1
,7492,0,1,1
0.1,3857,0,1,1
3.51,2298,0,1,1
0.84,2245,0,1,1
0.5,2320,0,1,1
,2102,0,1,1
0.24,1046,0,1,1
0.08,1985,0,1,1
10.67,344,0,1,1
0.45,11406,0,1,1
0.15,11463,0,1,1
0.35,11876,0,1,1
0.5,2117,0,1,1
0.4,443,0,1,1
0.1,15704,0,1,1
0.05,10087,0,1,1
0.05,12178,0,1,1
0.05,10177,0,1,1
0.05,11496,0,1,1
0.1,9934,0,1,1
0.1,6759,0,1,1
0.07,7463,0,1,1
0.1,6481,0,1,1
0.1,6482,0,1,1
0.1,7973,0,1,1
0.1,6448,0,1,1
0.1,6608,0,1,1
0.1,6331,0,1,1
0.1,7067,0,1,1
0.1,1679,0,1,1
0.2,1240,0,1,1
0.3,1991,0,1,1
0.3,3030,0,1,1
0.3,2939,0,1,1
0.39,2580,0,1,1
0.2,2326,0,1,1
,980,0,1,1
0.13,9024,0,1,1
0.05,9351,0,1,1
0.2,9200,0,1,1
0.05,11420,0,1,1
0.06,9517,0,1,1
0.1,16160,0,1,1
0.15,14873,0,1,1
0.1,15701,0,1,1
0.1,15296,0,1,1
0.1,15635,0,1,1
0.1,15968,0,1,1
0.1,14701,0,1,1
0.24,3505,0,1,1
0.03,15309,0,1,1
0.3,1635,0,1,1
0.06,12983,0,1,1
2,218,0,1,1
1,185,0,1,1
0.4,990,0,1,1
0.38,636,0,1,1
0.1,745,0,1,1
0.06,10301,0,1,1
0.22,208,0,1,1
0.15,782,0,1,1
0.42,174,0,1,1
0.15,10404,0,1,1
0.15,10594,0,1,1
0.03,9782,0,1,1
0.1,3500,0,1,1
0.05,14129,0,1,1
0.05,2009,0,1,1
0.05,957,0,1,1
0.1,1221,0,1,1
,213,0,1,1
0.15,330,0,1,1
3,119,0,1,1
3,198,0,1,1
3,119,0,1,1
3,296,0,1,1
0.3,264,0,1,1
0.46,293,0,1,1
0.12,175,0,1,1
,0,0,1,1
0.1,4486,0,1,1
0.05,4625,0,1,1
0.11,4124,0,1,1
0.22,3727,0,1,1
0.19,4037,0,1,1
0.15,4029,0,1,1
0.07,3964,0,1,1
0.15,3959,0,1,1
0.39,3785,0,1,1
0.06,4033,0,1,1
0.06,3748,0,1,1
3.4,26,0,1,1
0.1,362,0,1,1
0.1,360,0,1,1
0.4,220,0,1,1
1.4,3931,0,1,1
,3950,0,1,1
7.9,31,0,1,1
2.2,107,0,1,1
1.9,91,0,1,1
1.8,104,0,1,1
3.7,11,0,1,1
2.4,13,0,1,1
6.9,15,0,1,1
0.8,106,0,1,1
,235,0,1,1
0.05,1445,0,1,1
0.03,6738,0,1,1
0.06,3995,0,1,1
0.1,6248,0,1,1
0.1,6045,0,1,1
0.12,6159,0,1,1
0.1,4853,0,1,1
0.1,5933,0,1,1
0.24,2204,0,1,1
0.06,1448,0,1,1
0.06,3089,0,1,1
0.18,674,0,1,1
,301,0,1,1
0.03,6930,0,1,1
0.03,6691,0,1,1
0.06,9764,0,1,1
0.1,10182,0,1,1
0.05,10177,0,1,1
0.09,6285,0,1,1
0.1,6077,0,1,1
0.1,6193,0,1,1
0.1,4849,0,1,1
0.1,5963,0,1,1
0.1,4689,0,1,1
0.24,2213,0,1,1
,1220,0,1,1
0.09,1372,0,1,1
0.06,3065,0,1,1
0.6,162,0,1,1
0.15,530,0,1,1
,18,0,1,1
3,70,0,1,1
1.2,50,0,1,1
,95,0,1,1
1.5,81,0,1,1
,40,0,1,1
0.6,283,0,1,1
,220,0,1,1
1.8,80,0,1,1
1,142,0,1,1
0.5,12,0,1,1
0.5,16,0,1,1
0.1,3544,0,1,1
,3657,0,1,1
0.1,3781,0,1,1
0.2,4828,0,1,1
,705,0,1,1
0.1,5982,0,1,1
,8126,0,1,1
0.02,8338,0,1,1
0.05,8173,0,1,1
0.15,1127,0,1,1
0.03,2435,0,1,1
0.09,4699,0,1,1
0.06,859,0,1,1
0.17,4276,0,1,1
0.06,2121,0,1,1
0.09,2793,0,1,1
0.09,1314,0,1,1
0.1,1528,0,1,1
0.06,4400,0,1,1
0.06,1367,0,1,1
0.28,253,0,1,1
,21,0,1,1
2.5,238,0,1,1
,445,0,1,1
0.11,170,0,1,1
0.12,168,0,1,1
0.16,163,0,1,1
1,227,0,1,1
1.5,100,0,1,1
0.2,92,0,1,1
0.5,584,0,1,1
,452,0,1,1
0.5,420,0,1,1
0.43,10895,0,1,1
0.3,8524,0,1,1
0.1,9552,0,1,1
0.4,10394,0,1,1
0.09,9916,0,1,1
0.06,3047,0,1,1
0.09,4310,0,1,1
0.2,7153,0,1,1
0.06,5245,0,1,1
0.06,3817,0,1,1
0.15,3266,0,1,1
0.1,6898,0,1,1
0.1,255,0,1,1
0.1,648,0,1,1
0.1,1400,0,1,1
0.2,342,0,1,1
0.03,3746,0,1,1
0.32,286,0,1,1
0.03,218,0,1,1
0.2,99,0,1,1
0.23,201,0,1,1
0.12,434,0,1,1
,469,0,1,1
,207,0,1,1
0.2,197,0,1,1
0.2,425,0,1,1
0.05,2283,0,1,1
0.05,7776,0,1,1
0.1,6044,0,1,1
0.1,5706,0,1,1
0.15,5847,0,1,1
0.1,5543,0,1,1
6,307,0,1,1
5,193,0,1,1
2,342,0,1,1
0.7,670,0,1,1
,13373,0,1,1
0.1,14473,0,1,1
0.61,284,0,1,1
0.1,2122,0,1,1
,7689,0,1,1
0.1,5541,0,1,1
0.2,5881,0,1,1
0.2,5544,0,1,1
0.22,5684,0,1,1
0.2,3531,0,1,1
0.2,5381,0,1,1
0.7,401,0,1,1
0.18,1189,0,1,1
0.1,4329,0,1,1
0.12,3218,0,1,1
0.3,1417,0,1,1
1.1,813,0,1,1
0.88,864,0,1,1
0.1,1899,0,1,1
,8346,0,1,1
0.1,5392,0,1,1
0.1,5100,0,1,1
0.1,5207,0,1,1
0.1,3599,0,1,1
0.1,4967,0,1,1
0.03,118,0,1,1
0.15,139,0,1,1
0.4,54,0,1,1
0.05,1386,0,1,1
0.09,730,0,1,1
0.09,788,0,1,1
0.01,1926,0,1,1
0.1,5304,0,1,1
0.1,5006,0,1,1
0.1,5117,0,1,1
0.1,4869,0,1,1
0.1,4998,0,1,1
0.09,4093,0,1,1
0.1,1171,0,1,1
0.08,1231,0,1,1
0.28,276,0,1,1
0.08,238,0,1,1
0.56,71,0,1,1
0.08,92,0,1,1
0.23,206,0,1,1
0.05,191,0,1,1
0.1,294,0,1,1
0.1,2821,0,1,1
0.03,5395,0,1,1
0.06,5689,0,1,1
0.26,370,0,1,1
0.05,3177,0,1,1
0.12,4282,0,1,1
0.09,3987,0,1,1
0.55,188,0,1,1
3,120,0,1,1
0.04,80,0,1,1
0.05,17,0,1,1
0.1,9,0,1,1
0.1,181,0,1,1
0.08,33,0,1,1
0.21,8263,0,1,1
0.22,5451,0,1,1
0.11,5581,0,1,1
0.11,5863,0,1,1
0.43,375,0,1,1
0.21,989,0,1,1
1.13,154,0,1,1
0.12,632,0,1,1
0.15,867,0,1,1
0.38,24,0,1,1
0.31,367,0,1,1
1.2,72,0,1,1
0.4,61,0,1,1
0.05,14514,0,1,1
0.3,9982,0,1,1
0.37,9173,0,1,1
0.1,9502,0,1,1
0.37,9351,0,1,1
0.1,11579,0,1,1
0.1,9669,0,1,1
0.18,14843,0,1,1
0.06,13118,0,1,1
0.92,71,0,1,1
,869,0,1,1
0.6,1082,0,1,1
1,1045,0,1,1
0.75,1079,0,1,1
6,762,0,1,1
2.44,1082,0,1,1
4,1071,0,1,1
15,253,0,1,1
,364,0,1,1
,0,0,1,1
0.12,137,0,1,1
0.1,204,0,1,1
3,105,0,1,1
0.6,379,0,1,1
0.6,98,0,1,1
0.02,6460,0,1,1
0.1,528,0,1,1
0.12,6258,0,1,1
0.1,6558,0,1,1
0.11,6896,0,1,1
0.34,5808,0,1,1
0.27,4679,0,1,1
0.46,4066,0,1,1
0.43,3860,0,1,1
0.1,4520,0,1,1
0.27,5304,0,1,1
0.23,5185,0,1,1
0.3,6316,0,1,1
0.05,1561,0,1,1
0.06,4179,0,1,1
0.03,4015,0,1,1
0.07,41,0,1,1
0.29,58,0,1,1
0.1,32,0,1,1
,1183,0,1,1
,1109,0,1,1
,528,0,1,1
0.1,3142,0,1,1
0.38,292,0,1,1
0.08,282,0,1,1
0.03,5926,0,1,1
0.15,5939,0,1,1
0.07,1734,0,1,1
0.23,1213,0,1,1
0.08,308,0,1,1
0.02,321,0,1,1
0.13,1103,0,1,1
0.12,8769,0,1,1
0.05,8763,0,1,1
0.12,8685,0,1,1
0.08,8777,0,1,1
0.09,5252,0,1,1
0.12,5289,0,1,1
0.25,5305,0,1,1
0.16,5303,0,1,1
0.1,1791,0,1,1
0.15,1684,0,1,1
0.15,1808,0,1,1
0.13,1713,0,1,1
0.07,1097,0,1,1
0.1,3795,0,1,1
0.09,1817,0,1,1
0.12,2807,0,1,1
0.16,792,0,1,1
0.03,1379,0,1,1
0.02,1068,0,1,1
0.12,269,0,1,1
0.09,1223,0,1,1
0.05,5416,0,1,1
0.06,5323,0,1,1
0.15,2825,0,1,1
0.05,1647,0,1,1
0.11,5794,0,1,1
0.07,5846,0,1,1
0.07,5708,0,1,1
0.08,5856,0,1,1
0.04,5745,0,1,1
0.07,2979,0,1,1
0.12,439,0,1,1
0.1,2188,0,1,1
,1442,0,1,1
0.12,5984,0,1,1
0.03,3886,0,1,1
0.11,2390,0,1,1
0.04,2510,0,1,1
0.32,2335,0,1,1
0.11,2399,0,1,1
0.19,2149,0,1,1
0.1,981,0,1,1
0.02,2072,0,1,1
,1085,0,1,1
,2222,0,1,1
0.02,2054,0,1,1
0.06,2059,0,1,1
0.04,1379,0,1,1
0.04,2747,0,1,1
0.15,372,0,1,1
,2092,0,1,1
0.03,1791,0,1,1
0.04,1816,0,1,1
0.03,3023,0,1,1
0.1,5579,0,1,1
0.04,5459,0,1,1
0.14,5542,0,1,1
0.01,5495,0,1,1
0.1,6519,0,1,1
1.2,77,0,1,1
0.04,419,0,1,1
0.07,414,0,1,1
0.09,138,0,1,1
0.02,105,0,1,1
0.15,170,0,1,1
0.1,879,0,1,1
,30,0,1,1
3,52,0,1,1
2,59,0,1,1
0.65,818,0,1,1
4.43,183,0,1,1
9,38,0,1,1
0.1,101,0,1,1
0.04,459,0,1,1
0.05,180,0,1,1
0.08,380,0,1,1
0.14,227,0,1,1
0.14,79,0,1,1
0.1,105,0,1,1
6.1,368,0,1,1
6.1,506,0,1,1
0.2,35,0,1,1
0.1,491,0,1,1
0.03,186,0,1,1
0.04,133,0,1,1
0.16,412,0,1,1
0.04,230,0,1,1
0.06,408,0,1,1
0.06,489,0,1,1
0.14,80,0,1,1
0.07,221,0,1,1
0.08,198,0,1,1
0.04,163,0,1,1
0.04,226,0,1,1
0.06,70,0,1,1
12.7,566,0,1,1
0.18,118,0,1,1
0.37,217,0,1,1
0.1,277,0,1,1
0.12,3480,0,1,1
0.21,499,0,1,1
0.05,3228,0,1,1
0.05,166,0,1,1
0.88,134,0,1,1
0.05,1034,0,1,1
0.12,614,0,1,1
0.06,3928,0,1,1
0.22,13467,0,1,1
0.04,10816,0,1,1
0.13,13686,0,1,1
0.02,9667,0,1,1
0.07,10473,0,1,1
0.5,3516,0,1,1
0.28,3932,0,1,1
0.2,3665,0,1,1
0.09,3980,0,1,1
0.18,3758,0,1,1
0.04,3907,0,1,1
0.6,3535,0,1,1
0.09,3853,0,1,1
0.34,2601,0,1,1
0.39,3550,0,1,1
0.02,3685,0,1,1
0.2,10649,0,1,1
0.03,7274,0,1,1
0.03,3897,0,1,1
0.01,8220,0,1,1
0.03,5782,0,1,1
0.05,3936,0,1,1
0.03,10894,0,1,1
0.07,11583,0,1,1
0.09,3537,0,1,1
0.05,3662,0,1,1
0.06,229,0,1,1
0.1,408,0,1,1
0.13,476,0,1,1
0.05,2743,0,1,1
0.07,4444,0,1,1
0.02,4329,0,1,1
0.06,4297,0,1,1
0.06,447,0,1,1
0.19,309,0,1,1
0.01,2624,0,1,1
0.1,232,0,1,1
0.11,734,0,1,1
0.15,748,0,1,1
,649,0,1,1
1.5,54,0,1,1
0.07,8407,0,1,1
1.3,181,0,1,1
0.42,351,0,1,1
0.09,269,0,1,1
0.12,8297,0,1,1
0.11,2467,0,1,1
0.3,3282,0,1,1
0.29,1451,0,1,1
0.11,5505,0,1,1
0.12,5636,0,1,1
1.15,316,0,1,1
1,212,0,1,1
0.07,8383,0,1,1
0.03,6501,0,1,1
0.04,5790,0,1,1
1.2,213,0,1,1
0.2,48,0,1,1
0.04,337,0,1,1
0.11,889,0,1,1
0.12,170,0,1,1
0.55,154,0,1,1
0.03,326,0,1,1
0.03,469,0,1,1
0.2,45,0,1,1
0.05,264,0,1,1
1.5,138,0,1,1
3,102,0,1,1
3,111,0,1,1
1,28,0,1,1
,70,0,1,1
2,181,0,1,1
0.15,16604,0,1,1
0.1,18680,0,1,1
0.09,659,0,1,1
0.11,305,0,1,1
0.07,972,0,1,1
0.4,8454,0,1,1
0.34,8609,0,1,1
0.14,8913,0,1,1
0.12,14586,0,1,1
0.3,2816,0,1,1
0.1,9977,0,1,1
0.2,730,0,1,1
0.05,13822,0,1,1
0.03,12568,0,1,1
0.08,12911,0,1,1
0.03,12530,0,1,1
,12035,0,1,1
0.2,3546,0,1,1
0.24,10605,0,1,1
0.1,10946,0,1,1
0.1,10609,0,1,1
0.19,10800,0,1,1
0.1,10681,0,1,1
0.1,10707,0,1,1
0.1,10835,0,1,1
0.1,7850,0,1,1
0.1,6213,0,1,1
0.1,629,0,1,1
0.06,260,0,1,1
1,6,0,1,1
7.1,68,0,1,1
0.5,56,0,1,1
1.8,120,0,1,1
3.4,13,0,1,1
6.9,97,0,1,1
4.5,108,0,1,1
5.5,77,0,1,1
25,99,0,1,1
10.8,112,0,1,1
26.2,106,0,1,1
11,105,0,1,1
10.6,119,0,1,1
0.04,6458,0,1,1
0.04,5977,0,1,1
0.1,5954,0,1,1
0.09,322,0,1,1
0.03,575,0,1,1
,49,0,1,1
0.02,2185,0,1,1
0.03,989,0,1,1
0.02,1551,0,1,1
0.05,2261,0,1,1
0.2,607,0,1,1
0.02,3125,0,1,1
0.03,1040,0,1,1
4,319,0,1,1
0.06,4996,0,1,1
0.1,7294,0,1,1
0.35,6891,0,1,1
0.17,3748,0,1,1
0.16,4394,0,1,1
0.12,3839,0,1,1
0.08,3957,0,1,1
0.16,3977,0,1,1
0.6,3891,0,1,1
0.96,3822,0,1,1
0.9,4002,0,1,1
0.41,3935,0,1,1
1,25,0,1,1
1,20,0,1,1
2,85,0,1,1
1.24,82,0,1,1
2.45,103,0,1,1
1.66,90,0,1,1
2.92,68,0,1,1
7,225,0,1,1
4.32,102,0,1,1
7.7,130,0,1,1
1.21,149,0,1,1
1.56,139,0,1,1
0.05,233,0,1,1
1.5,472,0,1,1
0.3,1133,0,1,1
0.12,1229,0,1,1
0.47,925,0,1,1
0.16,1175,0,1,1
0.5,159,0,1,1
0.22,262,0,1,1
10,333,0,1,1
32,80,0,1,1
2.59,44,0,1,1
0.4,16535,0,1,1
0.23,16459,0,1,1
0.1,57,0,1,1
,35,0,1,1
0.03,5021,0,1,1
0.06,5379,0,1,1
0.05,3292,0,1,1
0.05,1125,0,1,1
0.05,120,0,1,1
2.9,42,0,1,1
0.15,2805,0,1,1
0.15,2202,0,1,1
0.08,3490,0,1,1
0.16,5929,0,1,1
0.44,5732,0,1,1
0.09,5846,0,1,1
0.27,3581,0,1,1
0.18,5430,0,1,1
0.09,3263,0,1,1
0.08,7735,0,1,1
0.15,9353,0,1,1
0.5,6858,0,1,1
0.14,6672,0,1,1
0.06,5788,0,1,1
0.1,5591,0,1,1
0.22,3463,0,1,1
0.19,331,0,1,1
0.04,9215,0,1,1
0.05,7700,0,1,1
0.04,9271,0,1,1
0.07,3245,0,1,1
0.1,2016,0,1,1
0.05,2619,0,1,1
0.04,6241,0,1,1
0.03,7000,0,1,1
0.03,7474,0,1,1
0.07,7349,0,1,1
8.1,48,0,1,1
3.5,108,0,1,1
8.5,51,0,1,1
7.2,49,0,1,1
2,145,0,1,1
3,49,0,1,1
4.2,125,0,1,1
6.4,117,0,1,1
4.6,119,0,1,1
4.7,99,0,1,1
6,34,0,1,1
2,96,0,1,1
8.2,40,0,1,1
2.6,48,0,1,1
3,141,0,1,1
2.6,152,0,1,1
4,80,0,1,1
10.4,40,0,1,1
3.4,130,0,1,1
8,43,0,1,1
2.6,136,0,1,1
3.1,141,0,1,1
3,57,0,1,1
1.5,105,0,1,1
1.5,102,0,1,1
4,57,0,1,1
,454,0,1,1
0.51,77,0,1,1
0.07,1743,0,1,1
0.05,1206,0,1,1
0.08,578,0,1,1
0.06,790,0,1,1
0.18,45,0,1,1
0.12,13469,0,1,1
0.14,4125,0,1,1
0.19,4050,0,1,1
0.11,288,0,1,1
0.9,79,0,1,1
0.04,3712,0,1,1
0.08,3730,0,1,1
0.56,1390,0,1,1
0.15,2650,0,1,1
0.06,5252,0,1,1
0.42,4936,0,1,1
0.09,1710,0,1,1
0.08,7257,0,1,1
,85,0,1,1
0.07,195,0,1,1
0.21,657,0,1,1
0.04,2647,0,1,1
0.26,729,0,1,1
0.19,5315,0,1,1
0.5,4989,0,1,1
0.17,5444,0,1,1
0.06,5390,0,1,1
0.03,12166,0,1,1
0.06,5725,0,1,1
0.15,5016,0,1,1
0.19,8169,0,1,1
0.04,6414,0,1,1
0.1,718,0,1,1
0.02,12176,0,1,1
0.06,2016,0,1,1
6,94,0,1,1
6,110,0,1,1
6.5,167,0,1,1
4.5,184,0,1,1
1,203,0,1,1
1,204,0,1,1
0.6,203,0,1,1
3,19,0,1,1
1.5,7419,0,1,1
0.15,8406,0,1,1
0.1,212,0,1,1
0.15,13137,0,1,1
1.4,36,0,1,1
0.75,541,0,1,1
0.05,6691,0,1,1
0.85,418,0,1,1
0.11,9116,0,1,1
0.08,12487,0,1,1
0.05,12625,0,1,1
0.38,10360,0,1,1
0.16,3946,0,1,1
0.2,1416,0,1,1
0.32,348,0,1,1
0.35,10548,0,1,1
0.05,11744,0,1,1
0.05,8127,0,1,1
0.03,9630,0,1,1
0.06,10867,0,1,1
0.07,10503,0,1,1
0.75,7564,0,1,1
0.17,10411,0,1,1
0.05,8187,0,1,1
0.6,197,0,1,1
0.16,12186,0,1,1
0.05,7975,0,1,1
0.11,12138,0,1,1
0.13,8164,0,1,1
0.05,11669,0,1,1
0.11,6437,0,1,1
0.1,13764,0,1,1
0.05,10789,0,1,1
0.53,1510,0,1,1
0.35,139,0,1,1
0.33,1086,0,1,1
0.06,11152,0,1,1
0.06,14143,0,1,1
0.21,10537,0,1,1
0.45,382,0,1,1
0.3,3691,0,1,1
0.1,8879,0,1,1
0.15,9054,0,1,1
0.1,4670,0,1,1
2.45,118,0,1,1
1.6,20,0,1,1
2.5,25,0,1,1
2.5,20,0,1,1
0.8,18,0,1,1
1.25,27,0,1,1
1.25,31,0,1,1
1.8,29,0,1,1
0.3,197,0,1,1
0.3,3340,0,1,1
0.02,1587,0,1,1
0.15,1421,0,1,1
,1529,0,1,1
0.25,1455,0,1,1
0.25,1419,0,1,1
,734,0,1,1
0.34,18780,0,1,1
0.12,17605,0,1,1
0.01,10473,0,1,1
0.08,8275,0,1,1
0.09,11871,0,1,1
0.16,14715,0,1,1
0.51,16694,0,1,1
0.15,7675,0,1,1
0.3,1720,0,1,1
0.54,4437,0,1,1
0.8,4956,0,1,1
0.85,6597,0,1,1
0.25,6640,0,1,1
0.6,9185,0,1,1
0.4,9074,0,1,1
0.35,8965,0,1,1
0.4,9092,0,1,1
1.05,9119,0,1,1
0.5,9269,0,1,1
0.5,9219,0,1,1
0.3,10058,0,1,1
0.16,9388,0,1,1
0.25,10092,0,1,1
0.5,9229,0,1,1
0.18,10073,0,1,1
0.05,8164,0,1,1
0.05,10036,0,1,1
0.03,9342,0,1,1
0.03,13807,0,1,1
0.15,11703,0,1,1
0.05,11785,0,1,1
0.05,11553,0,1,1
0.11,9550,0,1,1
0.07,10209,0,1,1
0.07,13066,0,1,1
0.31,13583,0,1,1
0.19,13817,0,1,1
0.2,13932,0,1,1
0.08,13980,0,1,1
0.1,14105,0,1,1
0.27,14286,0,1,1
0.19,14527,0,1,1
0.13,14564,0,1,1
0.06,14698,0,1,1
0.12,15983,0,1,1
0.16,18040,0,1,1
0.18,19267,0,1,1
0.36,17761,0,1,1
0.14,17320,0,1,1
0.11,17023,0,1,1
0.18,16766,0,1,1
0.09,16468,0,1,1
0.08,16412,0,1,1
0.22,16140,0,1,1
0.15,15813,0,1,1
0.03,15622,0,1,1
0.15,14089,0,1,1
0.08,12937,0,1,1
0.11,12723,0,1,1
0.22,14306,0,1,1
0.06,13128,0,1,1
0.05,12597,0,1,1
0.06,12737,0,1,1
0.03,13002,0,1,1
1.39,4568,0,1,1
0.5,6140,0,1,1
,1586,0,1,1
,72,0,1,1
,13,0,1,1
,1233,0,1,1
,1185,0,1,1
,1,0,1,1
0.7,356,0,1,1
,537,0,1,1
,427,0,1,1
,299,0,1,1
,89,0,1,1
,2552,0,1,1
,734,0,1,1
,467,0,1,1
,2544,0,1,1
,1945,0,1,1
,121,0,1,1
,990,0,1,1
,57,0,1,1
,763,0,1,1
,101,0,1,1
,502,0,1,1
,196,0,1,1
,62,0,1,1
,122,0,1,1
,191,0,1,1
,737,0,1,1
,6242,0,1,1
,6401,0,1,1
,3689,0,1,1
,1521,0,1,1
,1644,0,1,1
,2297,0,1,1
0.76,352,0,1,1
0.07,2169,0,1,1
0.06,2401,0,1,1
,298,0,1,1
,5,0,1,1
,1,0,1,1
,21,0,1,1
,113,0,1,1
,214,0,1,1
,1,0,1,1
,99,0,1,1
,102,0,1,1
,2,0,1,1
,0,0,1,1
,60,0,1,1
10,75,0,1,1
,105,0,1,1
,9,0,1,1
1,26,0,1,1
,0,0,1,1
1.2,39,0,1,1
,1,0,1,1
,,0,1,1
,245,0,1,1
,17,0,1,1
,9,0,1,1
,510,0,1,1
,4,0,1,1
0.1,101,0,1,1
2,34,0,1,1
3,6,0,1,1
0.15,172,0,1,1
0.1,4446,0,1,1
0.1,3630,0,1,1
,2245,0,1,1
,2572,0,1,1
,2205,0,1,1
0.1,4256,0,1,1
0.14,4196,0,1,1
0.1,4221,0,1,1
0.11,4020,0,1,1
0.03,5233,0,1,1
0.02,5367,0,1,1
0.1,5410,0,1,1
0.02,1471,0,1,1
0.02,1455,0,1,1
0.02,2028,0,1,1
1,1101,0,1,1
0.2,149,0,1,1
0.13,989,0,1,1
0.1,4221,0,1,1
0.4,51,0,1,1
10,59,0,1,1
15.03,54,0,1,1
11.89,47,0,1,1
