RUNUP_HT,DIST_FROM_SOURCE,CAUSE_CODE,TS_INTENSITY,DAMAGE_AMOUNT_ORDER
5.48,190,0,1,1
4.85,180,0,1,1
3.88,179,0,1,1
1.12,179,0,1,1
0,180,0,1,1
2.1,186,0,1,1
0.03,281,0,1,1
1.98,277,0,1,1
1.27,258,0,1,1
1.45,258,0,1,1
2.31,367,0,1,1
1.11,367,0,1,1
3.26,372,0,1,1
4.01,372,0,1,1
4.12,370,0,1,1
2.27,343,0,1,1
2.51,342,0,1,1
1.77,391,0,1,1
1.61,419,0,1,1
1.91,419,0,1,1
2.34,495,0,1,1
1.66,531,0,1,1
1.49,587,0,1,1
3.43,221,0,1,1
3.07,221,0,1,1
3.2,221,0,1,1
4,220,0,1,1
4,220,0,1,1
3.75,220,0,1,1
3.5,220,0,1,1
4.09,220,0,1,1
6.73,221,0,1,1
4.13,221,0,1,1
4.37,221,0,1,1
4.07,221,0,1,1
3.27,221,0,1,1
3.17,221,0,1,1
4.37,220,0,1,1
5.45,220,0,1,1
5.65,220,0,1,1
6.35,220,0,1,1
7.55,226,0,1,1
6.45,226,0,1,1
4.75,226,0,1,1
6.35,226,0,1,1
4.95,226,0,1,1
5.85,226,0,1,1
3.05,226,0,1,1
2.55,226,0,1,1
4.67,224,0,1,1
3.17,224,0,1,1
4.93,222,0,1,1
4.72,221,0,1,1
7.86,228,0,1,1
1,242,0,1,1
3.97,253,0,1,1
6.73,267,0,1,1
6.43,267,0,1,1
6.83,267,0,1,1
10.3,233,0,1,1
12.1,233,0,1,1
11,233,0,1,1
6.6,275,0,1,1
5.05,290,0,1,1
4.65,290,0,1,1
5.99,322,0,1,1
3.72,219,0,1,1
1.63,219,0,1,1
4.11,220,0,1,1
7.87,219,0,1,1
7.62,219,0,1,1
7.6,219,0,1,1
2.02,218,0,1,1
4.72,219,0,1,1
3.01,213,0,1,1
4.78,209,0,1,1
1.91,206,0,1,1
3.12,206,0,1,1
5.92,194,0,1,1
7.77,199,0,1,1
2.07,201,0,1,1
3.97,201,0,1,1
4.22,201,0,1,1
5.78,190,0,1,1
6.18,190,0,1,1
5.78,190,0,1,1
6.26,189,0,1,1
2.95,180,0,1,1
0.6,180,0,1,1
0.39,281,0,1,1
0.43,281,0,1,1
0.8,281,0,1,1
1.9,277,0,1,1
1.87,277,0,1,1
1.53,258,0,1,1
1.85,258,0,1,1
2.39,367,0,1,1
2.25,33,0,1,1
2.44,30,0,1,1
1.23,29,0,1,1
0.73,39,0,1,1
1.65,25,0,1,1
1.85,24,0,1,1
3.35,33,0,1,1
2.34,30,0,1,1
3.64,30,0,1,1
1.33,39,0,1,1
0.88,29,0,1,1
0.98,29,0,1,1
5.33,202,0,1,1
5.66,202,0,1,1
6.05,202,0,1,1
8.14,202,0,1,1
6.04,201,0,1,1
5.9,202,0,1,1
2.6,204,0,1,1
3.36,204,0,1,1
3.2,205,0,1,1
2.75,207,0,1,1
2.91,208,0,1,1
3.38,211,0,1,1
2.74,213,0,1,1
7.62,214,0,1,1
8.22,214,0,1,1
9.52,214,0,1,1
3.79,213,0,1,1
2.95,211,0,1,1
2.79,211,0,1,1
2.96,209,0,1,1
4.84,209,0,1,1
5.78,191,0,1,1
5.04,190,0,1,1
4.24,190,0,1,1
6.24,189,0,1,1
10.2,200,0,1,1
11.89,199,0,1,1
5.86,199,0,1,1
4.13,199,0,1,1
2.4,207,0,1,1
3.5,209,0,1,1
2.15,212,0,1,1
2.23,212,0,1,1
1.4,212,0,1,1
4.26,200,0,1,1
4.64,201,0,1,1
3.64,201,0,1,1
2.75,202,0,1,1
3.4,202,0,1,1
3.75,207,0,1,1
4.31,207,0,1,1
4.41,207,0,1,1
3.59,207,0,1,1
2.16,207,0,1,1
2.25,207,0,1,1
2.59,207,0,1,1
4.08,207,0,1,1
2.93,207,0,1,1
2.88,206,0,1,1
3.67,206,0,1,1
2.6,206,0,1,1
2.96,206,0,1,1
6.39,191,0,1,1
6.79,191,0,1,1
5.82,189,0,1,1
7.74,188,0,1,1
6.54,188,0,1,1
6.12,188,0,1,1
4.51,189,0,1,1
5.69,189,0,1,1
4.09,189,0,1,1
5.89,190,0,1,1
6.81,190,0,1,1
5.39,190,0,1,1
0.97,191,0,1,1
5.91,189,0,1,1
3.36,193,0,1,1
2.75,190,0,1,1
4.85,190,0,1,1
,191,0,1,1
,191,0,1,1
,191,0,1,1
,191,0,1,1
,191,0,1,1
4.92,190,0,1,1
3.92,207,0,1,1
2.51,213,0,1,1
6.93,214,0,1,1
3,211,0,1,1
2.86,303,0,1,1
4.19,303,0,1,1
4.9,302,0,1,1
5.89,303,0,1,1
4.78,303,0,1,1
4.96,303,0,1,1
5.37,303,0,1,1
3.99,304,0,1,1
3.23,304,0,1,1
4.85,303,0,1,1
4.36,303,0,1,1
3.02,303,0,1,1
4.38,303,0,1,1
2.71,303,0,1,1
4.81,301,0,1,1
4.1,298,0,1,1
3.28,298,0,1,1
3.29,298,0,1,1
3.5,298,0,1,1
3.21,298,0,1,1
3.31,298,0,1,1
3.53,298,0,1,1
2.59,181,0,1,1
2.39,181,0,1,1
3.49,182,0,1,1
2.79,182,0,1,1
5.83,182,0,1,1
2.45,183,0,1,1
1.64,176,0,1,1
7.17,172,0,1,1
9.87,172,0,1,1
12.27,172,0,1,1
11.75,172,0,1,1
14.45,172,0,1,1
5.14,173,0,1,1
10.44,174,0,1,1
6.85,177,0,1,1
5.29,168,0,1,1
4.53,168,0,1,1
4.09,168,0,1,1
4.68,168,0,1,1
1.4,190,0,1,1
1.15,190,0,1,1
2.46,189,0,1,1
0.88,189,0,1,1
2.08,185,0,1,1
1.37,182,0,1,1
2.14,181,0,1,1
2.4,180,0,1,1
2.33,180,0,1,1
3.49,180,0,1,1
1.56,180,0,1,1
2.02,180,0,1,1
2,179,0,1,1
2.66,179,0,1,1
2.53,178,0,1,1
1.59,176,0,1,1
2.45,176,0,1,1
2.19,186,0,1,1
4.34,202,0,1,1
3.74,202,0,1,1
4.24,202,0,1,1
3.85,202,0,1,1
4.35,202,0,1,1
4.17,202,0,1,1
4.7,202,0,1,1
3.31,202,0,1,1
5.55,202,0,1,1
4.98,202,0,1,1
5.93,202,0,1,1
5.33,202,0,1,1
5.64,202,0,1,1
7.14,202,0,1,1
5.74,202,0,1,1
5.64,202,0,1,1
6.24,202,0,1,1
5.59,202,0,1,1
5.69,202,0,1,1
5.59,202,0,1,1
5.03,202,0,1,1
5.46,202,0,1,1
4.66,202,0,1,1
5.21,202,0,1,1
4.91,202,0,1,1
5.21,202,0,1,1
4.91,202,0,1,1
2.11,205,0,1,1
4.16,203,0,1,1
4.46,203,0,1,1
3.76,203,0,1,1
3.62,203,0,1,1
3.62,203,0,1,1
3.62,203,0,1,1
2.92,203,0,1,1
3.79,203,0,1,1
3.27,209,0,1,1
3.23,209,0,1,1
2.35,209,0,1,1
2.48,209,0,1,1
2.93,210,0,1,1
2.61,210,0,1,1
4.86,214,0,1,1
5.79,214,0,1,1
4.12,214,0,1,1
2.92,214,0,1,1
2.56,209,0,1,1
3.16,209,0,1,1
3.12,209,0,1,1
3.21,209,0,1,1
4.44,190,0,1,1
9.21,199,0,1,1
3.53,199,0,1,1
3.05,210,0,1,1
3.63,213,0,1,1
3.81,207,0,1,1
3.74,207,0,1,1
3.91,207,0,1,1
4.58,207,0,1,1
3.94,207,0,1,1
3.57,196,0,1,1
3.24,196,0,1,1
3.55,196,0,1,1
3.71,196,0,1,1
4.41,196,0,1,1
3.61,196,0,1,1
2.81,196,0,1,1
3.46,196,0,1,1
2.8,196,0,1,1
3.61,196,0,1,1
3.37,196,0,1,1
4.22,196,0,1,1
2.97,196,0,1,1
2.48,196,0,1,1
3.04,202,0,1,1
3.04,202,0,1,1
3.04,202,0,1,1
8.44,188,0,1,1
7.64,188,0,1,1
6.94,188,0,1,1
6.74,188,0,1,1
6.74,188,0,1,1
4.69,189,0,1,1
2.55,190,0,1,1
4.15,190,0,1,1
4.85,190,0,1,1
3.04,202,0,1,1
3.04,202,0,1,1
3.04,202,0,1,1
3.04,202,0,1,1
2.72,209,0,1,1
2.92,209,0,1,1
2.72,209,0,1,1
3.82,209,0,1,1
1.79,214,0,1,1
1.69,214,0,1,1
2.89,214,0,1,1
2.89,214,0,1,1
3.79,214,0,1,1
4.89,214,0,1,1
4.89,214,0,1,1
3.64,181,0,1,1
2.49,181,0,1,1
5.36,170,0,1,1
6.62,170,0,1,1
4.34,173,0,1,1
5.04,173,0,1,1
9.74,174,0,1,1
4.65,168,0,1,1
2.61,181,0,1,1
2.26,180,0,1,1
3.28,180,0,1,1
3.57,179,0,1,1
1.08,29,0,1,1
0.62,22,0,1,1
1.12,27,0,1,1
2.28,26,0,1,1
0.97,26,0,1,1
1.02,38,0,1,1
1.4,40,0,1,1
1.97,45,0,1,1
1.36,50,0,1,1
0.96,58,0,1,1
0.67,62,0,1,1
1,42,0,1,1
1.75,45,0,1,1
1.24,45,0,1,1
1.14,45,0,1,1
1.63,45,0,1,1
2.13,45,0,1,1
2.32,44,0,1,1
2.32,44,0,1,1
2.02,45,0,1,1
1.5,51,0,1,1
1.5,52,0,1,1
5.52,50,0,1,1
6.12,50,0,1,1
5.12,50,0,1,1
3.82,50,0,1,1
3.02,50,0,1,1
5.72,49,0,1,1
5.02,49,0,1,1
5.22,49,0,1,1
4.82,46,0,1,1
2.43,46,0,1,1
5.73,46,0,1,1
6.34,46,0,1,1
3.35,46,0,1,1
3.76,45,0,1,1
4.06,45,0,1,1
2.66,45,0,1,1
2.56,45,0,1,1
1.86,45,0,1,1
8.55,61,0,1,1
9.55,61,0,1,1
8.45,61,0,1,1
8.25,61,0,1,1
6.5,61,0,1,1
5.1,61,0,1,1
7.7,61,0,1,1
6.9,61,0,1,1
7.4,61,0,1,1
9.5,61,0,1,1
6.16,61,0,1,1
4.93,61,0,1,1
3.83,61,0,1,1
2.5,60,0,1,1
3.57,59,0,1,1
3.46,59,0,1,1
4.36,59,0,1,1
8.64,59,0,1,1
2.53,60,0,1,1
6.8,60,0,1,1
6.59,60,0,1,1
6.39,60,0,1,1
4.56,62,0,1,1
3.74,62,0,1,1
5,65,0,1,1
4.66,69,0,1,1
3.43,73,0,1,1
2.31,82,0,1,1
1.81,81,0,1,1
1.1,79,0,1,1
1.1,75,0,1,1
1.1,70,0,1,1
1.1,66,0,1,1
1.1,63,0,1,1
2.5,76,0,1,1
2.6,83,0,1,1
4.17,88,0,1,1
2.55,98,0,1,1
3.54,101,0,1,1
1.94,111,0,1,1
1.12,76,0,1,1
1.05,67,0,1,1
1.22,207,0,1,1
0.92,204,0,1,1
1.63,207,0,1,1
1.48,207,0,1,1
1.22,207,0,1,1
1.82,161,0,1,1
2.58,161,0,1,1
2.74,161,0,1,1
2.91,161,0,1,1
1.98,162,0,1,1
4.16,162,0,1,1
4.76,162,0,1,1
4.25,163,0,1,1
1.57,172,0,1,1
2.62,187,0,1,1
3.28,180,0,1,1
2.44,152,0,1,1
2.48,152,0,1,1
2.18,141,0,1,1
1.5,130,0,1,1
2.35,55,0,1,1
3.55,55,0,1,1
3.35,55,0,1,1
3.25,55,0,1,1
4.62,50,0,1,1
4.82,49,0,1,1
3.62,49,0,1,1
5.02,47,0,1,1
4.43,46,0,1,1
2.53,46,0,1,1
4.04,46,0,1,1
3.35,46,0,1,1
2.06,47,0,1,1
3.26,45,0,1,1
3.86,45,0,1,1
1.92,45,0,1,1
4.5,61,0,1,1
4.4,61,0,1,1
4.2,61,0,1,1
4.7,61,0,1,1
5.4,61,0,1,1
5,61,0,1,1
5.8,61,0,1,1
3.63,61,0,1,1
4.2,60,0,1,1
2.8,60,0,1,1
2.75,98,0,1,1
2.55,98,0,1,1
2.94,101,0,1,1
3.84,111,0,1,1
1.87,161,0,1,1
2.48,161,0,1,1
2.68,161,0,1,1
2.08,161,0,1,1
2.71,161,0,1,1
2.61,161,0,1,1
2.28,162,0,1,1
2.08,162,0,1,1
3.46,162,0,1,1
3.15,163,0,1,1
3.85,163,0,1,1
1.87,172,0,1,1
1.47,172,0,1,1
1.57,172,0,1,1
1.37,172,0,1,1
3.22,187,0,1,1
3.22,187,0,1,1
3.28,180,0,1,1
2.24,152,0,1,1
2.18,141,0,1,1
1.52,130,0,1,1
,65,0,1,1
,65,0,1,1
,65,0,1,1
,65,0,1,1
,65,0,1,1
,65,0,1,1
,64,0,1,1
,65,0,1,1
,64,0,1,1
,64,0,1,1
3.83,64,0,1,1
4.47,65,0,1,1
2.41,55,0,1,1
3.03,93,0,1,1
2.93,98,0,1,1
1.93,98,0,1,1
3.14,104,0,1,1
4.34,104,0,1,1
4.4,94,0,1,1
4.19,93,0,1,1
5.71,84,0,1,1
4.31,84,0,1,1
7.05,68,0,1,1
10.05,68,0,1,1
5.33,65,0,1,1
5.63,64,0,1,1
4.93,64,0,1,1
3.63,63,0,1,1
3.83,63,0,1,1
4.87,65,0,1,1
5.66,65,0,1,1
2.37,59,0,1,1
3.07,60,0,1,1
2.98,65,0,1,1
7.13,71,0,1,1
2.25,63,0,1,1
1.85,63,0,1,1
2.16,63,0,1,1
2.44,58,0,1,1
1.81,56,0,1,1
2.28,55,0,1,1
2.37,48,0,1,1
2.21,46,0,1,1
3.34,45,0,1,1
2.07,40,0,1,1
1.87,40,0,1,1
4.21,36,0,1,1
2.4,42,0,1,1
1.73,62,0,1,1
1.33,62,0,1,1
1.55,68,0,1,1
1.18,78,0,1,1
1.72,96,0,1,1
0.92,96,0,1,1
2.66,122,0,1,1
2.49,135,0,1,1
2.19,54,0,1,1
2.71,54,0,1,1
2.41,54,0,1,1
1.03,93,0,1,1
4.13,63,0,1,1
3.15,57,0,1,1
2.43,64,0,1,1
2.95,64,0,1,1
2.85,64,0,1,1
2.46,63,0,1,1
2.46,63,0,1,1
2.41,63,0,1,1
2.25,60,0,1,1
2.45,57,0,1,1
2.35,57,0,1,1
2.51,56,0,1,1
2.71,56,0,1,1
3.54,45,0,1,1
2.1,42,0,1,1
0.8,159,0,1,1
,708,0,1,1
4.18,181,0,1,1
4.78,181,0,1,1
2.34,182,0,1,1
2.73,183,0,1,1
1.6,182,0,1,1
1.58,182,0,1,1
2.05,183,0,1,1
1.58,183,0,1,1
2.37,185,0,1,1
3.09,185,0,1,1
4.31,181,0,1,1
1.57,180,0,1,1
1.62,179,0,1,1
8.86,175,0,1,1
10.89,175,0,1,1
6.65,174,0,1,1
12.32,174,0,1,1
7.05,171,0,1,1
5.84,170,0,1,1
3.73,170,0,1,1
4.93,170,0,1,1
5.58,168,0,1,1
3.7,168,0,1,1
2.85,169,0,1,1
2.13,168,0,1,1
4.27,168,0,1,1
0.98,168,0,1,1
5.02,166,0,1,1
2.66,170,0,1,1
2.49,172,0,1,1
1.56,173,0,1,1
4.05,172,0,1,1
3.34,172,0,1,1
6.74,168,0,1,1
4.77,171,0,1,1
7.1,173,0,1,1
5.78,173,0,1,1
9.75,175,0,1,1
2.62,178,0,1,1
1.75,186,0,1,1
2.51,186,0,1,1
0.79,186,0,1,1
0.78,187,0,1,1
1.65,194,0,1,1
1.65,194,0,1,1
4.37,193,0,1,1
7.66,194,0,1,1
7.88,194,0,1,1
8.21,194,0,1,1
4.05,194,0,1,1
5.94,194,0,1,1
2.99,204,0,1,1
1.57,221,0,1,1
3.69,225,0,1,1
1.92,231,0,1,1
4.57,233,0,1,1
5.15,229,0,1,1
1.41,229,0,1,1
0.56,227,0,1,1
2.43,228,0,1,1
1.92,229,0,1,1
0.4,229,0,1,1
1.22,211,0,1,1
0.98,205,0,1,1
0.78,701,0,1,1
1.4,398,0,1,1
17.27,182,0,1,1
22.35,182,0,1,1
18.02,182,0,1,1
19.91,182,0,1,1
15.9,182,0,1,1
11.48,182,0,1,1
10.04,182,0,1,1
22,181,0,1,1
10.28,181,0,1,1
19.57,181,0,1,1
,188,0,1,1
,188,0,1,1
,188,0,1,1
0,188,0,1,1
2.86,188,0,1,1
,187,0,1,1
3.08,187,0,1,1
1.42,186,0,1,1
,184,0,1,1
4.88,186,0,1,1
3.94,188,0,1,1
4.6,189,0,1,1
3.04,189,0,1,1
,190,0,1,1
,189,0,1,1
3.49,384,0,1,1
4.6,384,0,1,1
3.57,181,0,1,1
2.33,182,0,1,1
1.87,180,0,1,1
3.17,180,0,1,1
3.87,180,0,1,1
2.87,180,0,1,1
3.02,179,0,1,1
4.52,179,0,1,1
3.72,179,0,1,1
1.69,178,0,1,1
2.99,178,0,1,1
3.89,178,0,1,1
3.89,178,0,1,1
4.49,178,0,1,1
7.19,175,0,1,1
7.2,175,0,1,1
4.13,170,0,1,1
4.88,170,0,1,1
4.83,170,0,1,1
6.18,168,0,1,1
5,168,0,1,1
3,168,0,1,1
2.95,169,0,1,1
3.25,169,0,1,1
4.65,169,0,1,1
3.73,168,0,1,1
3.43,168,0,1,1
3.57,167,0,1,1
4.57,167,0,1,1
4.77,167,0,1,1
5.87,167,0,1,1
3.16,167,0,1,1
1.46,168,0,1,1
1.76,168,0,1,1
1.43,169,0,1,1
3.18,168,0,1,1
3.02,166,0,1,1
7.15,168,0,1,1
7.23,168,0,1,1
3.47,178,0,1,1
4.2,178,0,1,1
2.81,186,0,1,1
1.92,194,0,1,1
4.38,193,0,1,1
4.28,193,0,1,1
5.64,193,0,1,1
6.96,194,0,1,1
6.12,194,0,1,1
7.69,194,0,1,1
6.77,193,0,1,1
4.15,194,0,1,1
3.45,194,0,1,1
9.66,188,0,1,1
9.26,188,0,1,1
10.76,188,0,1,1
9.26,188,0,1,1
12.66,188,0,1,1
6.26,188,0,1,1
7.78,187,0,1,1
6.08,187,0,1,1
5.78,187,0,1,1
5.28,187,0,1,1
9.02,186,0,1,1
9.12,186,0,1,1
5.72,186,0,1,1
3.72,186,0,1,1
11.35,184,0,1,1
10.75,184,0,1,1
10.55,184,0,1,1
10.45,184,0,1,1
9.45,184,0,1,1
12.55,184,0,1,1
10.35,184,0,1,1
15.82,184,0,1,1
12.52,184,0,1,1
10.72,184,0,1,1
5.48,186,0,1,1
5.88,186,0,1,1
5.13,186,0,1,1
6.04,188,0,1,1
6.7,189,0,1,1
6.6,189,0,1,1
4.7,189,0,1,1
5,189,0,1,1
5.5,189,0,1,1
4.7,189,0,1,1
6.24,190,0,1,1
6.64,189,0,1,1
3.84,189,0,1,1
5.45,189,0,1,1
7.75,189,0,1,1
5.56,190,0,1,1
4.93,190,0,1,1
10.6,99,0,1,1
4,310,0,1,1
9.7,78,0,1,1
7.5,98,0,1,1
5.7,99,0,1,1
13.5,100,0,1,1
23.2,98,0,1,1
29,98,0,1,1
28,98,0,1,1
13.2,98,0,1,1
5.8,97,0,1,1
17.1,95,0,1,1
18.8,95,0,1,1
11.3,94,0,1,1
6.3,98,0,1,1
8.5,97,0,1,1
5.1,97,0,1,1
12.4,46,0,1,1
8.8,46,0,1,1
6.6,46,0,1,1
5.9,46,0,1,1
6.4,46,0,1,1
6.9,46,0,1,1
11.6,47,0,1,1
11.2,45,0,1,1
14,45,0,1,1
13.9,43,0,1,1
11.2,40,0,1,1
8.9,39,0,1,1
9.5,38,0,1,1
8.5,38,0,1,1
7.5,39,0,1,1
8.8,39,0,1,1
7.5,34,0,1,1
7.8,23,0,1,1
6.8,34,0,1,1
14.5,34,0,1,1
14.3,34,0,1,1
16.4,34,0,1,1
15.1,34,0,1,1
9,36,0,1,1
8.3,36,0,1,1
7,36,0,1,1
6.9,36,0,1,1
7,36,0,1,1
7.4,36,0,1,1
8.2,36,0,1,1
7.3,37,0,1,1
6.6,40,0,1,1
6.9,42,0,1,1
5.8,42,0,1,1
5.7,42,0,1,1
9.3,47,0,1,1
8.8,47,0,1,1
10.5,48,0,1,1
10.2,48,0,1,1
7.6,48,0,1,1
3.7,55,0,1,1
5.7,68,0,1,1
5.2,68,0,1,1
8,69,0,1,1
5.2,70,0,1,1
6.6,69,0,1,1
13.3,60,0,1,1
4.6,60,0,1,1
7.4,67,0,1,1
3.5,70,0,1,1
6.1,76,0,1,1
3,78,0,1,1
7.4,80,0,1,1
2.9,80,0,1,1
3.1,119,0,1,1
3.9,129,0,1,1
4.2,130,0,1,1
7.2,133,0,1,1
8.4,133,0,1,1
8.6,189,0,1,1
7.2,191,0,1,1
6.4,186,0,1,1
12.7,182,0,1,1
7.9,176,0,1,1
3.6,178,0,1,1
5.7,168,0,1,1
10.8,161,0,1,1
7.9,154,0,1,1
10.1,154,0,1,1
7.2,141,0,1,1
7.3,134,0,1,1
3.7,129,0,1,1
6.2,132,0,1,1
5.9,132,0,1,1
5.3,132,0,1,1
5.4,132,0,1,1
5.4,132,0,1,1
4.4,133,0,1,1
3.2,133,0,1,1
6.8,134,0,1,1
9.1,133,0,1,1
13.3,133,0,1,1
13.4,133,0,1,1
4.9,116,0,1,1
2.9,116,0,1,1
4.2,110,0,1,1
11.3,110,0,1,1
4.3,3571,0,1,1
3.8,3565,0,1,1
3.9,3565,0,1,1
2.2,3564,0,1,1
3.2,3565,0,1,1
4.5,3565,0,1,1
4.3,3565,0,1,1
4.4,3565,0,1,1
2.7,3577,0,1,1
3.3,3571,0,1,1
3.5,3571,0,1,1
3.2,3571,0,1,1
1.4,3570,0,1,1
3.7,3570,0,1,1
6.8,614,0,1,1
15.3,608,0,1,1
18.3,608,0,1,1
15.7,608,0,1,1
15.9,608,0,1,1
9.5,608,0,1,1
10.7,607,0,1,1
24.09,98,0,1,1
7.93,80,0,1,1
13.21,65,0,1,1
11.94,65,0,1,1
15.88,65,0,1,1
15.41,65,0,1,1
11.79,52,0,1,1
3.08,10,0,1,1
1.95,8,0,1,1
3.06,27,0,1,1
2.62,27,0,1,1
6.14,45,0,1,1
8.49,46,0,1,1
8.13,47,0,1,1
2.72,102,0,1,1
2.36,109,0,1,1
3.39,112,0,1,1
3.04,113,0,1,1
3.79,117,0,1,1
2.33,225,0,1,1
6.47,242,0,1,1
4.42,242,0,1,1
7.88,253,0,1,1
15.91,253,0,1,1
2.51,299,0,1,1
3.57,304,0,1,1
2.77,304,0,1,1
2.3,371,0,1,1
7.6,141,0,1,1
10.2,143,0,1,1
7,144,0,1,1
7.5,144,0,1,1
4.1,145,0,1,1
6.1,145,0,1,1
7,153,0,1,1
4.2,148,0,1,1
4.1,158,0,1,1
4.9,169,0,1,1
3.62,177,0,1,1
6.7,177,0,1,1
4,303,0,1,1
3,303,0,1,1
3.3,303,0,1,1
7.4,99,0,1,1
6.6,99,0,1,1
8,99,0,1,1
2.2,98,0,1,1
1.8,98,0,1,1
8.3,99,0,1,1
8.4,99,0,1,1
6.4,99,0,1,1
7.8,99,0,1,1
9.1,99,0,1,1
8.5,99,0,1,1
8.4,98,0,1,1
7.6,98,0,1,1
7.7,98,0,1,1
8.2,99,0,1,1
7.6,99,0,1,1
5.7,99,0,1,1
5.6,99,0,1,1
9.5,100,0,1,1
9.9,100,0,1,1
9.1,99,0,1,1
17.2,98,0,1,1
12.3,94,0,1,1
11.3,94,0,1,1
11.1,94,0,1,1
7.7,98,0,1,1
7.9,98,0,1,1
7.2,98,0,1,1
6.8,98,0,1,1
6.7,98,0,1,1
4.5,97,0,1,1
2.5,97,0,1,1
7.7,46,0,1,1
7.3,46,0,1,1
8.1,46,0,1,1
9.4,46,0,1,1
7.9,46,0,1,1
8,46,0,1,1
8.2,46,0,1,1
10.5,47,0,1,1
10.5,40,0,1,1
7.5,39,0,1,1
9.1,38,0,1,1
9,38,0,1,1
8.5,38,0,1,1
6.9,39,0,1,1
7.6,34,0,1,1
7.5,36,0,1,1
7.8,36,0,1,1
6.3,40,0,1,1
6.6,42,0,1,1
5.6,42,0,1,1
6.3,42,0,1,1
8.6,47,0,1,1
8.3,47,0,1,1
8.7,47,0,1,1
7.7,47,0,1,1
8.2,47,0,1,1
9.5,48,0,1,1
9,48,0,1,1
8.8,48,0,1,1
9.6,48,0,1,1
4.2,68,0,1,1
5.5,68,0,1,1
6.5,68,0,1,1
6.2,68,0,1,1
5.9,70,0,1,1
5,70,0,1,1
4.7,70,0,1,1
6.6,68,0,1,1
6.7,68,0,1,1
6.5,69,0,1,1
6.6,69,0,1,1
6.6,60,0,1,1
5,60,0,1,1
6.1,67,0,1,1
7.2,67,0,1,1
7.2,67,0,1,1
3.4,70,0,1,1
3.1,119,0,1,1
3.5,119,0,1,1
3.2,119,0,1,1
7.8,189,0,1,1
5.1,132,0,1,1
6.2,132,0,1,1
5.7,132,0,1,1
5.9,133,0,1,1
4.3,133,0,1,1
4.4,133,0,1,1
4.1,133,0,1,1
7.6,133,0,1,1
7.5,133,0,1,1
8,133,0,1,1
8.5,133,0,1,1
8.7,133,0,1,1
7.6,134,0,1,1
7,133,0,1,1
9.8,133,0,1,1
10.1,133,0,1,1
4.1,3565,0,1,1
10.6,608,0,1,1
10,608,0,1,1
10.2,608,0,1,1
15.3,608,0,1,1
16.2,608,0,1,1
10.5,608,0,1,1
12.7,608,0,1,1
10.2,608,0,1,1
8.5,608,0,1,1
7.91,98,0,1,1
9.82,80,0,1,1
6.85,80,0,1,1
8.03,46,0,1,1
7.98,47,0,1,1
3.58,225,0,1,1
4.1,242,0,1,1
10.4,252,0,1,1
9.14,252,0,1,1
7.91,252,0,1,1
5.58,252,0,1,1
8.17,253,0,1,1
9.85,253,0,1,1
10.68,253,0,1,1
9.45,253,0,1,1
7.5,253,0,1,1
8.01,253,0,1,1
6.3,141,0,1,1
7.75,144,0,1,1
4.65,144,0,1,1
6.58,144,0,1,1
3.86,145,0,1,1
3.62,145,0,1,1
3.64,145,0,1,1
3.93,145,0,1,1
5.75,145,0,1,1
6.71,145,0,1,1
2.74,153,0,1,1
4.61,148,0,1,1
4.7,158,0,1,1
3.77,177,0,1,1
,18,0,1,1
0.5,301,0,1,1
1,277,0,1,1
,292,0,1,1
,271,0,1,1
,244,0,1,1
4,54,0,1,1
0.15,220,0,1,1
0.03,1026,0,1,1
0.02,1116,0,1,1
0.06,3159,0,1,1
3,239,0,1,1
3,343,0,1,1
0.03,1829,0,1,1
0.13,1224,0,1,1
0.06,1360,0,1,1
0.05,1316,0,1,1
,107,0,1,1
,107,0,1,1
4.1,177,0,1,1
3.4,292,0,1,1
4.8,299,0,1,1
2.6,302,0,1,1
2,303,0,1,1
3.9,303,0,1,1
3.4,388,0,1,1
3.4,392,0,1,1
3.4,376,0,1,1
7.7,141,0,1,1
9.7,142,0,1,1
7.6,146,0,1,1
6.7,147,0,1,1
4.3,147,0,1,1
5.8,147,0,1,1
7.5,153,0,1,1
5.9,153,0,1,1
8,155,0,1,1
2.3,200,0,1,1
10.5,204,0,1,1
5.8,204,0,1,1
7.2,197,0,1,1
7.3,197,0,1,1
5.9,206,0,1,1
6.2,209,0,1,1
5,210,0,1,1
11.2,236,0,1,1
6.3,258,0,1,1
5.2,261,0,1,1
10.2,245,0,1,1
11.9,242,0,1,1
14.7,273,0,1,1
10.4,273,0,1,1
6.1,273,0,1,1
5.2,285,0,1,1
3.13,285,0,1,1
0.7,282,0,1,1
22,262,0,1,1
23.5,262,0,1,1
19.5,262,0,1,1
22.2,262,0,1,1
19.9,262,0,1,1
21.2,262,0,1,1
19,262,0,1,1
16,262,0,1,1
18.2,262,0,1,1
14.5,262,0,1,1
9.3,262,0,1,1
10.2,262,0,1,1
10,262,0,1,1
9.8,263,0,1,1
7.3,263,0,1,1
6.7,263,0,1,1
7.4,264,0,1,1
9.9,265,0,1,1
4.6,266,0,1,1
6.5,265,0,1,1
7.1,267,0,1,1
4.8,269,0,1,1
4.8,270,0,1,1
3.6,270,0,1,1
3.6,270,0,1,1
8,266,0,1,1
7.2,266,0,1,1
5.6,265,0,1,1
5.6,268,0,1,1
4.5,270,0,1,1
18,253,0,1,1
17.2,253,0,1,1
20.1,253,0,1,1
11,252,0,1,1
13.7,252,0,1,1
