RUNUP_HT,DIST_FROM_SOURCE,CAUSE_CODE,TS_INTENSITY,DAMAGE_AMOUNT_ORDER
3.2,2040,0,1,1
3.2,2020,0,1,1
3.23,2023,0,1,1
3.29,2009,0,1,1
3.65,2023,0,1,1
3.66,2003,0,1,1
3.81,2030,0,1,1
4.02,1949,0,1,1
4.1,2017,0,1,1
4.3,1954,0,1,1
4.48,1957,0,1,1
4.51,2025,0,1,1
4.59,2006,0,1,1
4.59,1950,0,1,1
4.61,1962,0,1,1
4.68,1950,0,1,1
4.75,2007,0,1,1
4.85,2023,0,1,1
4.9,1946,0,1,1
5.22,1973,0,1,1
5.67,2005,0,1,1
5.71,2014,0,1,1
5.72,1967,0,1,1
5.74,2009,0,1,1
5.81,1953,0,1,1
6,1932,0,1,1
6.64,1943,0,1,1
6.93,2009,0,1,1
7.55,2003,0,1,1
8.56,1961,0,1,1
9.08,2003,0,1,1
11.12,1993,0,1,1
11.25,2003,0,1,1
2.76,2002,0,1,1
2.32,1992,0,1,1
2.2,4574,0,1,1
1.7,4575,0,1,1
3,4568,0,1,1
1.9,4570,0,1,1
2.8,4570,0,1,1
4.4,4572,0,1,1
2.8,4571,0,1,1
1.6,4574,0,1,1
3.5,4574,0,1,1
2.5,4575,0,1,1
4.3,4578,0,1,1
1.7,4578,0,1,1
3.1,4542,0,1,1
3,4540,0,1,1
2.5,4539,0,1,1
1.9,4538,0,1,1
2,4538,0,1,1
3.6,4541,0,1,1
1.8,4536,0,1,1
,2920,0,1,1
0.18,,0,1,1
,,0,1,1
,205,0,1,1
0.02,215,0,1,1
6,29,0,1,1
6,29,0,1,1
15,30,0,1,1
15,28,0,1,1
15,29,0,1,1
15,30,0,1,1
2.5,27,0,1,1
0.3,7535,0,1,1
0.06,351,0,1,1
193,17,0,1,1
0.1,317,0,1,1
1.18,23,0,1,1
1.69,24,0,1,1
1.36,24,0,1,1
1.28,25,0,1,1
0.5,36,0,1,1
1.38,14,0,1,1
0.61,14,0,1,1
0.6,15,0,1,1
,42,0,1,1
,49,0,1,1
2.08,94,0,1,1
1.15,56,0,1,1
1.3,30,0,1,1
1.44,25,0,1,1
1.73,23,0,1,1
3.03,23,0,1,1
2.66,24,0,1,1
2.44,25,0,1,1
0.21,90,0,1,1
0.22,866,0,1,1
0.18,333,0,1,1
0.49,215,0,1,1
0.97,64,0,1,1
,76,0,1,1
8,,0,1,1
11,,0,1,1
,196,0,1,1
0.19,517,0,1,1
0.05,10797,0,1,1
0.07,10663,0,1,1
0.03,10604,0,1,1
0.18,10682,0,1,1
0.08,10442,0,1,1
0.03,10478,0,1,1
0.03,6854,0,1,1
0.03,6719,0,1,1
0.04,6653,0,1,1
0.05,6446,0,1,1
0.03,6468,0,1,1
0.05,6501,0,1,1
0.05,6366,0,1,1
0.03,6299,0,1,1
0.13,6363,0,1,1
0.1,6093,0,1,1
0.03,6315,0,1,1
0.05,6181,0,1,1
0.05,6114,0,1,1
0.19,6178,0,1,1
0.06,5908,0,1,1
,890,0,1,1
0.02,96,0,1,1
0.07,388,0,1,1
0.11,372,0,1,1
0.09,586,0,1,1
0.05,652,0,1,1
0.04,4115,0,1,1
0.05,3902,0,1,1
0.04,3840,0,1,1
0.07,,0,1,1
0.05,,0,1,1
0.07,,0,1,1
0.08,,0,1,1
0.04,,0,1,1
0.04,,0,1,1
0.03,,0,1,1
0.03,,0,1,1
0.03,,0,1,1
0.07,,0,1,1
0.06,,0,1,1
0.06,,0,1,1
0.06,,0,1,1
0.04,,0,1,1
0.02,9264,0,1,1
0.04,9566,0,1,1
0.06,9693,0,1,1
0.02,9759,0,1,1
0.13,9705,0,1,1
0.07,9973,0,1,1
0.04,9958,0,1,1
0.05,8841,0,1,1
0.07,9120,0,1,1
0.05,9639,0,1,1
0.02,9524,0,1,1
0.03,9239,0,1,1
0.03,9104,0,1,1
0.07,8713,0,1,1
0.04,58,0,1,1
,42,0,1,1
0.15,351,0,1,1
0.14,176,0,1,1
0.06,263,0,1,1
,213,0,1,1
,6,0,1,1
0.03,646,0,1,1
0.01,630,0,1,1
0.01,934,0,1,1
0.01,1145,0,1,1
,1341,0,1,1
0.12,205,0,1,1
0.18,832,0,1,1
0.08,489,0,1,1
0.1,1304,0,1,1
0.43,1179,0,1,1
0.14,1380,0,1,1
0.07,1324,0,1,1
0.19,1088,0,1,1
0.05,1308,0,1,1
0.03,1098,0,1,1
0.04,1179,0,1,1
0.08,402,0,1,1
,730,0,1,1
,768,0,1,1
,26,0,1,1
0.01,2065,0,1,1
0.38,309,0,1,1
0.4,183,0,1,1
1.44,102,0,1,1
0.09,3956,0,1,1
0.08,310,0,1,1
4.5,4368,0,1,1
2.6,9704,0,1,1
2.7,9710,0,1,1
2.6,9710,0,1,1
3,9712,0,1,1
2.2,9713,0,1,1
2,9713,0,1,1
2.4,9718,0,1,1
2.6,9697,0,1,1
2,9697,0,1,1
1.9,9697,0,1,1
2.7,9708,0,1,1
2.5,9708,0,1,1
2.8,9708,0,1,1
2.4,9708,0,1,1
3,9708,0,1,1
2.49,9592,0,1,1
2.64,9592,0,1,1
2.61,9592,0,1,1
2.99,9596,0,1,1
2.36,9597,0,1,1
2.97,9597,0,1,1
2.15,9597,0,1,1
2.53,9594,0,1,1
1.99,9593,0,1,1
2.57,9594,0,1,1
1.78,9593,0,1,1
2.6,9587,0,1,1
2.71,9586,0,1,1
2.89,9586,0,1,1
2.71,9586,0,1,1
3.12,9591,0,1,1
3.22,9591,0,1,1
2.65,9545,0,1,1
3.53,9550,0,1,1
2.77,9550,0,1,1
3.26,9551,0,1,1
2.46,9551,0,1,1
2.45,9551,0,1,1
3.13,9551,0,1,1
2.56,9554,0,1,1
2.68,9554,0,1,1
3.16,9551,0,1,1
3.71,9551,0,1,1
3.51,9552,0,1,1
3.2,9552,0,1,1
2.93,9552,0,1,1
3.42,9552,0,1,1
0.01,806,0,1,1
0.08,177,0,1,1
0.03,210,0,1,1
,356,0,1,1
,197,0,1,1
2.61,7379,0,1,1
2.75,7388,0,1,1
,3,0,1,1
,512,0,1,1
,933,0,1,1
,631,0,1,1
,1331,0,1,1
,1330,0,1,1
3.54,7231,0,1,1
3.85,7232,0,1,1
2.19,7235,0,1,1
0.91,7220,0,1,1
2.62,7225,0,1,1
2.21,7225,0,1,1
2.02,7229,0,1,1
2.79,7345,0,1,1
2.89,7345,0,1,1
2.16,7348,0,1,1
3.18,7348,0,1,1
2.69,7348,0,1,1
2.85,7348,0,1,1
3.09,7348,0,1,1
2.68,7348,0,1,1
1.5,7350,0,1,1
2.98,7355,0,1,1
2.84,7355,0,1,1
3.06,7355,0,1,1
2.16,7353,0,1,1
,7353,0,1,1
2.57,7356,0,1,1
2.62,7350,0,1,1
3.79,7350,0,1,1
2.52,7350,0,1,1
3.26,7382,0,1,1
2.31,7382,0,1,1
1.28,7383,0,1,1
1.86,7379,0,1,1
2.22,7388,0,1,1
2.95,7388,0,1,1
2.75,7388,0,1,1
1.42,7388,0,1,1
1.19,7388,0,1,1
2.1,7388,0,1,1
2.95,7388,0,1,1
1.16,7388,0,1,1
0.71,7388,0,1,1
1.16,7388,0,1,1
2.86,7384,0,1,1
2.41,7385,0,1,1
3.49,7385,0,1,1
3.78,7385,0,1,1
1.5,8934,0,1,1
,8449,0,1,1
1.9,2858,0,1,1
,7013,0,1,1
0.01,285,0,1,1
6.5,48,0,1,1
4.9,45,0,1,1
0.06,6788,0,1,1
0.04,145,0,1,1
0.28,3139,0,1,1
0.13,3327,0,1,1
0.04,302,0,1,1
0.11,104,0,1,1
0.03,336,0,1,1
30,180,0,1,1
2.58,9559,0,1,1
2.53,9559,0,1,1
3.43,9556,0,1,1
3.24,9556,0,1,1
4.18,9555,0,1,1
4.31,9556,0,1,1
4.17,9556,0,1,1
0.99,9420,0,1,1
1.43,9421,0,1,1
1.35,9420,0,1,1
0.93,9422,0,1,1
1.73,9422,0,1,1
2.25,9423,0,1,1
2.26,9423,0,1,1
3.07,9426,0,1,1
2.32,9426,0,1,1
1.8,9427,0,1,1
1.62,9439,0,1,1
1.06,9396,0,1,1
1.11,9396,0,1,1
,9394,0,1,1
1.04,9394,0,1,1
1.74,9394,0,1,1
0.3,9427,0,1,1
2,7806,0,1,1
60,2,0,1,1
0.02,6500,0,1,1
0.05,5950,0,1,1
0.01,7841,0,1,1
0.01,5604,0,1,1
0.01,4671,0,1,1
0.08,67,0,1,1
0.17,8492,0,1,1
0.04,8336,0,1,1
0.11,7439,0,1,1
0.09,7125,0,1,1
0.13,6819,0,1,1
0.32,6621,0,1,1
0.13,6397,0,1,1
0.24,6170,0,1,1
0.43,5603,0,1,1
0.43,6271,0,1,1
0.58,6014,0,1,1
0.23,6756,0,1,1
0.18,5647,0,1,1
0.08,5404,0,1,1
0.22,5344,0,1,1
0.18,5155,0,1,1
0.15,4812,0,1,1
2.5,2161,0,1,1
2.5,2209,0,1,1
3,2220,0,1,1
5,2236,0,1,1
5,2239,0,1,1
3,2265,0,1,1
3.5,2277,0,1,1
4.5,2297,0,1,1
1,2351,0,1,1
2,2381,0,1,1
2.5,2434,0,1,1
3.5,2469,0,1,1
4.75,2239,0,1,1
,127,0,1,1
,162,0,1,1
2,,0,1,1
,,0,1,1
0.08,10366,0,1,1
0.6,95,0,1,1
2.5,64,0,1,1
3,19,0,1,1
1,13,0,1,1
3,8,0,1,1
,145,0,1,1
5,19,0,1,1
,18,0,1,1
7,81,0,1,1
10,23,0,1,1
4.2,84,0,1,1
,85,0,1,1
2,135,0,1,1
0.5,168,0,1,1
,321,0,1,1
,187,0,1,1
,305,0,1,1
0.3,317,0,1,1
,618,0,1,1
3.9,133,0,1,1
3,64,0,1,1
3.4,63,0,1,1
2.3,51,0,1,1
1.6,49,0,1,1
2.9,99,0,1,1
3.1,102,0,1,1
2,105,0,1,1
1.2,4279,0,1,1
0.04,11530,0,1,1
0.32,7881,0,1,1
,7882,0,1,1
0.9,7901,0,1,1
,7824,0,1,1
0.9,7889,0,1,1
,121,0,1,1
0.06,185,0,1,1
,50,0,1,1
0.09,2207,0,1,1
0.07,2104,0,1,1
2,137,0,1,1
3.5,232,0,1,1
4,227,0,1,1
,226,0,1,1
3.85,226,0,1,1
,203,0,1,1
0.04,3548,0,1,1
0.1,58,0,1,1
0.16,40,0,1,1
0.13,16801,0,1,1
0.09,16848,0,1,1
0.08,16993,0,1,1
0.06,17026,0,1,1
0.06,17131,0,1,1
0.09,17463,0,1,1
0.19,17472,0,1,1
0.04,17768,0,1,1
0.17,17943,0,1,1
0.08,18001,0,1,1
,4860,0,1,1
,48,0,1,1
2,17018,0,1,1
0.5,11,0,1,1
0.1,11,0,1,1
0.4,5,0,1,1
0.4,14,0,1,1
,12,0,1,1
1.2,12,0,1,1
,16,0,1,1
1.2,12,0,1,1
0.6,82,0,1,1
0.5,14,0,1,1
1.5,12,0,1,1
0.8,11,0,1,1
1,11,0,1,1
0.5,12,0,1,1
0.9,11,0,1,1
0.5,12,0,1,1
0.9,13,0,1,1
2,6,0,1,1
0.05,19,0,1,1
0.1,16,0,1,1
1.5,13,0,1,1
1.4,12,0,1,1
0.7,12,0,1,1
0.6,12,0,1,1
0.6,12,0,1,1
0.6,12,0,1,1
0.3,12,0,1,1
1.2,12,0,1,1
0.7,11,0,1,1
0.7,11,0,1,1
0.8,10,0,1,1
0.8,9,0,1,1
0.6,9,0,1,1
0.5,8,0,1,1
0.8,8,0,1,1
0.7,8,0,1,1
1.6,11,0,1,1
,0,0,1,1
90,3,0,1,1
1,9,0,1,1
33.8,4,0,1,1
32,3,0,1,1
37.3,2,0,1,1
24.4,4,0,1,1
62.3,1,0,1,1
4,0,0,1,1
0.25,28,0,1,1
,3,0,1,1
4.64,21,0,1,1
5.92,19,0,1,1
5.82,19,0,1,1
6.82,19,0,1,1
6.51,19,0,1,1
7.01,19,0,1,1
6.9,19,0,1,1
6.6,19,0,1,1
6.1,19,0,1,1
5.6,19,0,1,1
3.83,17,0,1,1
0.04,2183,0,1,1
0.04,2406,0,1,1
,46,0,1,1
,59,0,1,1
,87,0,1,1
,137,0,1,1
,155,0,1,1
2.4,147,0,1,1
1.6,132,0,1,1
1,65,0,1,1
4.7,55,0,1,1
3.4,47,0,1,1
3.4,54,0,1,1
2.1,35,0,1,1
2.2,30,0,1,1
1.2,44,0,1,1
1.01,44,0,1,1
0.73,42,0,1,1
0.64,40,0,1,1
0.95,37,0,1,1
4.84,21,0,1,1
4.64,21,0,1,1
5.62,19,0,1,1
5.9,19,0,1,1
1.67,31,0,1,1
1.9,25,0,1,1
3.62,23,0,1,1
0.04,27,0,1,1
0.1,395,0,1,1
0.03,171,0,1,1
0.16,38,0,1,1
0.06,91,0,1,1
4.5,96,0,1,1
7.6,94,0,1,1
5.4,83,0,1,1
0.16,331,0,1,1
0.11,189,0,1,1
0.44,126,0,1,1
9,76,0,1,1
0.01,1670,0,1,1
,,0,1,1
,1626,0,1,1
0.35,,0,1,1
0.6,,0,1,1
0.1,189,0,1,1
,55,0,1,1
,25,0,1,1
0.25,64,0,1,1
4.64,10,0,1,1
2.35,11,0,1,1
2.1,14,0,1,1
1.8,44,0,1,1
0.09,212,0,1,1
0.13,133,0,1,1
0.1,241,0,1,1
0.02,183,0,1,1
0.1,239,0,1,1
0.06,102,0,1,1
7.13,17,0,1,1
6.64,10,0,1,1
1.85,11,0,1,1
1.47,19,0,1,1
1.88,21,0,1,1
1.39,22,0,1,1
1.02,32,0,1,1
0.83,39,0,1,1
2.33,21,0,1,1
0.51,30,0,1,1
0.4,30,0,1,1
0.5,30,0,1,1
1.2,30,0,1,1
2.2,14,0,1,1
1.27,45,0,1,1
1.18,108,0,1,1
3,27,0,1,1
,1561,0,1,1
1,1293,0,1,1
1,7,0,1,1
,8594,0,1,1
0.03,1143,0,1,1
0.07,787,0,1,1
0.02,2466,0,1,1
0.01,3739,0,1,1
1.76,182,0,1,1
0.2,931,0,1,1
0.21,867,0,1,1
0.24,1188,0,1,1
0.93,663,0,1,1
1.01,196,0,1,1
0.3,275,0,1,1
0.69,242,0,1,1
0.28,1775,0,1,1
0.23,1741,0,1,1
0.29,4947,0,1,1
0.2,5714,0,1,1
0.18,5657,0,1,1
0.17,6466,0,1,1
0.18,6601,0,1,1
0.58,478,0,1,1
0.38,535,0,1,1
0.17,1232,0,1,1
0.04,7065,0,1,1
0.22,9116,0,1,1
0.15,9021,0,1,1
0.34,10543,0,1,1
0.1,4523,0,1,1
0.15,5288,0,1,1
,5230,0,1,1
0.2,5540,0,1,1
0.12,5402,0,1,1
,4689,0,1,1
0.28,5882,0,1,1
0.21,6133,0,1,1
0.04,1347,0,1,1
0.06,697,0,1,1
0.23,2385,0,1,1
0.15,2574,0,1,1
0.11,11051,0,1,1
0.23,10849,0,1,1
0.12,11288,0,1,1
0.1,10809,0,1,1
0.19,10961,0,1,1
0.04,11585,0,1,1
0.07,10982,0,1,1
0.03,11179,0,1,1
0.02,9793,0,1,1
0.06,11531,0,1,1
0.02,6126,0,1,1
,6543,0,1,1
0.03,6732,0,1,1
0.04,11341,0,1,1
0.06,11354,0,1,1
0.14,11289,0,1,1
0.04,10305,0,1,1
0.04,10258,0,1,1
,5,0,1,1
,13,0,1,1
1.82,138,0,1,1
3.74,20,0,1,1
4.4,22,0,1,1
4.9,112,0,1,1
0.08,112,0,1,1
0.1,73,0,1,1
,39,0,1,1
,41,0,1,1
,36,0,1,1
10,36,0,1,1
50,32,0,1,1
,,0,1,1
,,0,1,1
,,0,1,1
0.3,35,0,1,1
,34,0,1,1
1.3,33,0,1,1
,33,0,1,1
2,13,0,1,1
3,4,0,1,1
1,5,0,1,1
0.9,8,0,1,1
0.4,5217,0,1,1
0.1,5223,0,1,1
0.12,5721,0,1,1
0.24,5301,0,1,1
,5639,0,1,1
3.5,5648,0,1,1
,5628,0,1,1
7,5644,0,1,1
,4951,0,1,1
,4937,0,1,1
2,4974,0,1,1
0.3,5201,0,1,1
0.4,5234,0,1,1
,5698,0,1,1
,5717,0,1,1
0.8,5720,0,1,1
0.51,5723,0,1,1
,5705,0,1,1
0.6,5278,0,1,1
1.13,5310,0,1,1
0.3,5300,0,1,1
1.4,5172,0,1,1
1.16,5223,0,1,1
0.4,5213,0,1,1
,6304,0,1,1
,7516,0,1,1
0.02,491,0,1,1
0.26,303,0,1,1
0.08,516,0,1,1
0.01,497,0,1,1
,593,0,1,1
0.4,342,0,1,1
0.25,959,0,1,1
0.25,880,0,1,1
0.25,858,0,1,1
0.25,895,0,1,1
0.5,135,0,1,1
0.5,134,0,1,1
